tag,v25,median,v75,Category,round
s7c_63,0.048175,0.0925,0.144125,s7,63
s7c_64,0.051025,0.0968,0.1494,s7,64
s7c_65,0.052675,0.10105,0.154625,s7,65
s7c_66,0.055349999999999996,0.10585,0.16025,s7,66
s7c_67,0.058725,0.11115,0.1661,s7,67
s7c_68,0.061149999999999996,0.11555,0.1724,s7,68
s7c_69,0.06395,0.11965,0.178525,s7,69
s7c_70,0.06695000000000001,0.12494999999999999,0.1846,s7,70
s7c_71,0.0692,0.12955,0.1908,s7,71
s7c_72,0.0728,0.13415,0.196525,s7,72
s7c_73,0.07505,0.13929999999999998,0.20282499999999998,s7,73
s7c_74,0.078075,0.1443,0.2092,s7,74
s7c_75,0.081625,0.1498,0.2149,s7,75
s7c_76,0.084175,0.1552,0.22007500000000002,s7,76
s7c_77,0.0878,0.1606,0.226675,s7,77
s7c_78,0.091025,0.16535,0.23174999999999998,s7,78
s7c_79,0.093475,0.17025,0.237775,s7,79
s7c_80,0.09737499999999999,0.17475,0.244425,s7,80
s7c_81,0.10187500000000001,0.17935,0.25,s7,81
s7c_82,0.1054,0.18525,0.2551,s7,82
s7c_83,0.109075,0.19035000000000002,0.260475,s7,83
s7c_84,0.11274999999999999,0.19585,0.265125,s7,84
s7c_85,0.1163,0.2006,0.2702,s7,85
s7c_86,0.12075,0.2056,0.274175,s7,86
s7c_87,0.12545,0.2101,0.279225,s7,87
s7c_88,0.1301,0.2147,0.283225,s7,88
s7c_89,0.134225,0.2198,0.286675,s7,89
s7c_90,0.138625,0.22435,0.28985,s7,90
s7c_91,0.143775,0.22870000000000001,0.2934,s7,91
s7c_92,0.14800000000000002,0.23375,0.29655,s7,92
s7c_93,0.15235,0.2375,0.29995,s7,93
s7c_94,0.15755,0.2414,0.303425,s7,94
s7c_95,0.16162500000000002,0.24585,0.306675,s7,95
s7c_96,0.165725,0.24885000000000002,0.309875,s7,96
s7c_97,0.170375,0.25305,0.312875,s7,97
s7c_98,0.173775,0.25634999999999997,0.31605,s7,98
s7c_99,0.17864999999999998,0.26,0.31865,s7,99
s7c_100,0.18257500000000002,0.264,0.3209,s7,100
s7c_101,0.185325,0.26749999999999996,0.3234,s7,101
s7c_102,0.1899,0.27044999999999997,0.3251,s7,102
s7c_103,0.194125,0.27335,0.32805,s7,103
s7c_104,0.1981,0.2763,0.330375,s7,104
s7c_105,0.202175,0.2797,0.332025,s7,105
s7c_106,0.20615,0.28215,0.33395,s7,106
s7c_107,0.209625,0.28485,0.3359,s7,107
s7c_108,0.21437499999999998,0.28685,0.33745000000000003,s7,108
s7c_109,0.21785000000000002,0.28935,0.3394,s7,109
s7c_110,0.22055,0.29175,0.341075,s7,110
s7c_111,0.22347499999999998,0.2945,0.3429,s7,111
s7c_112,0.22747499999999998,0.29715,0.344325,s7,112
s7c_113,0.23085,0.29945,0.34585,s7,113
s7c_114,0.2341,0.3016,0.34685,s7,114
s7c_115,0.23822500000000002,0.3029,0.3478,s7,115
s7c_116,0.241975,0.30510000000000004,0.348675,s7,116
s7c_117,0.24564999999999998,0.30635,0.34975,s7,117
s7c_118,0.24855,0.30784999999999996,0.3508,s7,118
s7c_119,0.252,0.30979999999999996,0.35182500000000005,s7,119
s7c_120,0.254475,0.31174999999999997,0.352725,s7,120
s7c_121,0.257075,0.313,0.3534,s7,121
s7c_122,0.259675,0.31405,0.354325,s7,122
s7c_123,0.2611,0.31525000000000003,0.355425,s7,123
s7c_124,0.263675,0.3163,0.3559,s7,124
s7c_125,0.26525,0.31725000000000003,0.356775,s7,125
s7c_126,0.266725,0.3183,0.35765,s7,126
s7c_127,0.26832500000000004,0.3196,0.358525,s7,127
s7c_128,0.2701,0.32055,0.35912499999999997,s7,128
s7c_129,0.272025,0.32189999999999996,0.3598,s7,129
s7c_130,0.273775,0.32245,0.360225,s7,130
s7c_131,0.27565,0.32399999999999995,0.360825,s7,131
s7c_132,0.2771,0.32430000000000003,0.361325,s7,132
s7c_133,0.278575,0.3258,0.362,s7,133
s7c_134,0.27992500000000003,0.32645,0.3626,s7,134
s7c_135,0.2811,0.3274,0.362925,s7,135
s7c_136,0.282675,0.32815,0.363025,s7,136
s7c_137,0.28445,0.32855,0.3635,s7,137
s7c_138,0.285875,0.3295,0.3638,s7,138
s7c_139,0.28757499999999997,0.33025,0.36395,s7,139
s7c_140,0.28875,0.33075,0.36415,s7,140
s7c_141,0.29,0.3312,0.364525,s7,141
s7c_142,0.2911,0.3318,0.364875,s7,142
s7c_143,0.29207500000000003,0.3326,0.365325,s7,143
s7c_144,0.29285,0.3331,0.36575,s7,144
s7c_145,0.29355,0.33405,0.36592500000000006,s7,145
s7c_146,0.294375,0.33440000000000003,0.366325,s7,146
s7c_147,0.2949,0.33485,0.366675,s7,147
s7c_148,0.296075,0.3351,0.36705,s7,148
s7c_149,0.2965,0.3352,0.367075,s7,149
s7c_150,0.2975,0.33535,0.36715,s7,150
s8c_0,0.001,0.001,0.001,s8,0
s8c_1,0.001,0.001,0.001,s8,1
s8c_2,0.001,0.001,0.001,s8,2
s8c_3,0.0012,0.0013,0.0014,s8,3
s8c_4,0.0013,0.0015,0.0016,s8,4
s8c_5,0.0014,0.0016,0.0018,s8,5
s8c_6,0.0015,0.0017,0.002,s8,6
s8c_7,0.0016,0.0019,0.0022,s8,7
s8c_8,0.0017,0.0021,0.0024,s8,8
s8c_9,0.0018,0.0022,0.0027,s8,9
s8c_10,0.002,0.0024,0.0029,s8,10
s8c_11,0.0021,0.0025,0.0031,s8,11
s8c_12,0.0021,0.0027,0.003325,s8,12
s8c_13,0.0022,0.0028,0.0036,s8,13
s8c_14,0.0023,0.003,0.0038,s8,14
s8c_15,0.0024,0.0032,0.004,s8,15
s8c_16,0.0024749999999999998,0.0033,0.0043,s8,16
s8c_17,0.0025,0.0035,0.0045,s8,17
s8c_18,0.0026,0.0036,0.0047,s8,18
s8c_19,0.0027,0.0038,0.0049,s8,19
s8c_20,0.0027,0.0039,0.0052,s8,20
s8c_21,0.0028,0.004,0.0054,s8,21
s8c_22,0.0028,0.0041,0.0057,s8,22
s8c_23,0.0029,0.0043,0.0059,s8,23
s8c_24,0.0029,0.0044,0.0061,s8,24
s8c_25,0.003,0.0045,0.0064,s8,25
s8c_26,0.003,0.0046,0.0067,s8,26
s8c_27,0.003,0.0048,0.0069,s8,27
s8c_28,0.003,0.0049,0.0071,s8,28
s8c_29,0.0031,0.005,0.0074,s8,29
s8c_30,0.0031,0.0051,0.0077,s8,30
s8c_31,0.0031,0.0052,0.0079,s8,31
s8c_32,0.0031750000000000003,0.0053,0.0081,s8,32
s8c_33,0.0032,0.0054,0.0084,s8,33
s8c_34,0.0032,0.0055,0.0086,s8,34
s8c_35,0.0033,0.0056,0.0088,s8,35
s8c_36,0.0033,0.0057,0.009,s8,36
s8c_37,0.0033,0.0058,0.0093,s8,37
s8c_38,0.0033,0.005849999999999999,0.0095,s8,38
s8c_39,0.0033,0.006,0.0097,s8,39
s8c_40,0.0033,0.00605,0.0098,s8,40
s8c_41,0.0033,0.0061,0.01,s8,41
s8c_42,0.0033,0.0062,0.0103,s8,42
s8c_43,0.0033,0.0063,0.010425,s8,43
s8c_44,0.0033,0.0063,0.0107,s8,44
s8c_45,0.0033,0.0064,0.011,s8,45
s8c_46,0.0033,0.0065,0.0113,s8,46
s8c_47,0.0033,0.0066,0.0115,s8,47
s8c_48,0.0033,0.0067,0.0116,s8,48
s8c_49,0.0033,0.0067,0.0117,s8,49
s8c_50,0.0033,0.0068,0.0119,s8,50
s8c_51,0.0033,0.0068,0.012,s8,51
s8c_52,0.0033,0.0069,0.0123,s8,52
s8c_53,0.0033,0.0069,0.0124,s8,53
s8c_54,0.0033,0.00695,0.0126,s8,54
s8c_55,0.0033,0.007,0.0129,s8,55
s8c_56,0.0033,0.007050000000000001,0.0131,s8,56
s8c_57,0.0033,0.0072,0.0134,s8,57
s8c_58,0.0033,0.0072,0.0136,s8,58
s8c_59,0.0033,0.0073,0.0138,s8,59
s8c_60,0.0033,0.0074,0.013925,s8,60
s8c_61,0.0033,0.00745,0.0142,s8,61
s8c_62,0.0033,0.0076,0.0144,s8,62
s8c_63,0.0033,0.0076500000000000005,0.0147,s8,63
s8c_64,0.0033,0.0077,0.0149,s8,64
s8c_65,0.0033,0.00775,0.0151,s8,65
s8c_66,0.0033,0.0078,0.015324999999999998,s8,66
s8c_67,0.0033,0.0078,0.0155,s8,67
s8c_68,0.0033,0.00785,0.0158,s8,68
s8c_69,0.0033,0.0079,0.016,s8,69
s8c_70,0.0033,0.0079,0.0162,s8,70
s8c_71,0.0033,0.0079,0.0165,s8,71
s8c_72,0.0033,0.0079,0.016725,s8,72
s8c_73,0.0033,0.0079,0.01695,s8,73
s8c_74,0.0033,0.0079,0.01715,s8,74
s8c_75,0.0033,0.0079,0.0174,s8,75
s8c_76,0.0033,0.0079,0.017525000000000002,s8,76
s8c_77,0.0033,0.0079,0.0177,s8,77
s8c_78,0.0033,0.0079,0.0179,s8,78
s8c_79,0.0033,0.0079,0.018,s8,79
s8c_80,0.0033,0.00795,0.0181,s8,80
s8c_81,0.0033,0.00795,0.0182,s8,81
s8c_82,0.0033,0.00795,0.018325,s8,82
s8c_83,0.0033,0.00795,0.018625,s8,83
s8c_84,0.0033,0.008,0.018625,s8,84
s8c_85,0.0033,0.008,0.0187,s8,85
s8c_86,0.0033,0.008,0.018825,s8,86
s8c_87,0.0033,0.008,0.0191,s8,87
s8c_88,0.0033,0.008,0.0192,s8,88
s8c_89,0.0033,0.008,0.0192,s8,89
s8c_90,0.0033,0.008,0.0195,s8,90
s8c_91,0.0033,0.008,0.0196,s8,91
s8c_92,0.0033,0.008,0.019725,s8,92
s8c_93,0.0033,0.008,0.02,s8,93
s8c_94,0.0033,0.008,0.020025,s8,94
s8c_95,0.0033,0.008,0.0202,s8,95
s8c_96,0.0033,0.008,0.020325,s8,96
s8c_97,0.0033,0.008,0.0205,s8,97
s8c_98,0.0033,0.008,0.0206,s8,98
s8c_99,0.0033,0.008,0.020625,s8,99
s8c_100,0.0033,0.008,0.020725,s8,100
s8c_101,0.0033,0.008,0.02085,s8,101
s8c_102,0.0033,0.008,0.020925,s8,102
s8c_103,0.0033,0.008,0.021025000000000002,s8,103
s8c_104,0.0033,0.008,0.021175,s8,104
s8c_105,0.0033,0.008,0.0214,s8,105
s8c_106,0.0033,0.008,0.021425,s8,106
s8c_107,0.0033,0.008,0.021725,s8,107
s8c_108,0.0033,0.008,0.021725,s8,108
s8c_109,0.0033,0.008,0.021825,s8,109
s8c_110,0.0033,0.008,0.021825,s8,110
s8c_111,0.0033,0.008,0.021875,s8,111
s8c_112,0.0033,0.008,0.022025000000000003,s8,112
s8c_113,0.0033,0.008,0.022125,s8,113
s8c_114,0.0033,0.008,0.022325,s8,114
s8c_115,0.0033,0.008,0.0225,s8,115
s8c_116,0.0033,0.008,0.022575,s8,116
s8c_117,0.0033,0.008,0.022575,s8,117
s8c_118,0.0033,0.008,0.0228,s8,118
s8c_119,0.0033,0.008,0.022850000000000002,s8,119
s8c_120,0.0033,0.008,0.022925,s8,120
s8c_121,0.0033,0.008,0.022925,s8,121
s8c_122,0.0033,0.008,0.023,s8,122
s8c_123,0.0033,0.008,0.023225,s8,123
s8c_124,0.0033,0.008,0.0233,s8,124
s8c_125,0.0033,0.008,0.023350000000000003,s8,125
s8c_126,0.0033,0.008,0.023350000000000003,s8,126
s8c_127,0.0033,0.008,0.02355,s8,127
s8c_128,0.0033,0.008,0.02355,s8,128
s8c_129,0.0033,0.008,0.023725,s8,129
s8c_130,0.0033,0.008,0.0239,s8,130
s8c_131,0.0033,0.008,0.0239,s8,131
s8c_132,0.0033,0.008,0.0239,s8,132
s8c_133,0.0033,0.008,0.02395,s8,133
s8c_134,0.0033,0.008,0.024075000000000003,s8,134
s8c_135,0.0033,0.008,0.024100000000000003,s8,135
s8c_136,0.0033,0.008,0.024100000000000003,s8,136
s8c_137,0.0033,0.008,0.024175000000000002,s8,137
s8c_138,0.0033,0.008,0.02425,s8,138
s8c_139,0.0033,0.008,0.02425,s8,139
s8c_140,0.0033,0.008,0.02425,s8,140
s8c_141,0.0033,0.008,0.02425,s8,141
s8c_142,0.0033,0.008,0.02425,s8,142
s8c_143,0.0033,0.008,0.02425,s8,143
s8c_144,0.0033,0.008,0.02425,s8,144
s8c_145,0.0033,0.008,0.02425,s8,145
s8c_146,0.0033,0.008,0.02425,s8,146
s8c_147,0.0033,0.008,0.024325,s8,147
s8c_148,0.0033,0.008,0.024325,s8,148
s8c_149,0.0033,0.008,0.024325,s8,149
s8c_150,0.0033,0.008,0.0244,s8,150
