tag,v25,median,v75,Category,round
s8n_14,0,1,2.9999999999999996,s8,14
s8n_15,0,1,2.9999999999999996,s8,15
s8n_16,0,1,2.9999999999999996,s8,16
s8n_17,0,1,2,s8,17
s8n_18,0,1,2.9999999999999996,s8,18
s8n_19,0,1,2.9999999999999996,s8,19
s8n_20,0,1,2.9999999999999996,s8,20
s8n_21,0,1,2.9999999999999996,s8,21
s8n_22,0,1,2.9999999999999996,s8,22
s8n_23,0,1,2.9999999999999996,s8,23
s8n_24,0,1,2.9999999999999996,s8,24
s8n_25,0,1,2,s8,25
s8n_26,0,1,2.9999999999999996,s8,26
s8n_27,0,1,2.9999999999999996,s8,27
s8n_28,0,1,2,s8,28
s8n_29,0,1,2.9999999999999996,s8,29
s8n_30,0,1,2.9999999999999996,s8,30
s8n_31,0,1,2,s8,31
s8n_32,0,1,2.9999999999999996,s8,32
s8n_33,0,1,2,s8,33
s8n_34,0,1,2,s8,34
s8n_35,0,1,2,s8,35
s8n_36,0,1,2,s8,36
s8n_37,0,0,2,s8,37
s8n_38,0,0,2,s8,38
s8n_39,0,0,2,s8,39
s8n_40,0,0,2,s8,40
s8n_41,0,0,2,s8,41
s8n_42,0,0,2,s8,42
s8n_43,0,0,2,s8,43
s8n_44,0,0,2,s8,44
s8n_45,0,0,2,s8,45
s8n_46,0,0,2,s8,46
s8n_47,0,0,2,s8,47
s8n_48,0,0,2,s8,48
s8n_49,0,0,2,s8,49
s8n_50,0,0,2,s8,50
s8n_51,0,0,2,s8,51
s8n_52,0,0,2,s8,52
s8n_53,0,0,2,s8,53
s8n_54,0,0,2,s8,54
s8n_55,0,0,2,s8,55
s8n_56,0,0,2,s8,56
s8n_57,0,0,2,s8,57
s8n_58,0,0,2,s8,58
s8n_59,0,0,2,s8,59
s8n_60,0,0,2,s8,60
s8n_61,0,0,2,s8,61
s8n_62,0,0,2,s8,62
s8n_63,0,0,2,s8,63
s8n_64,0,0,2,s8,64
s8n_65,0,0,2,s8,65
s8n_66,0,0,2,s8,66
s8n_67,0,0,2,s8,67
s8n_68,0,0,1,s8,68
s8n_69,0,0,1,s8,69
s8n_70,0,0,1,s8,70
s8n_71,0,0,1,s8,71
s8n_72,0,0,1,s8,72
s8n_73,0,0,1,s8,73
s8n_74,0,0,1,s8,74
s8n_75,0,0,1,s8,75
s8n_76,0,0,1,s8,76
s8n_77,0,0,1,s8,77
s8n_78,0,0,1,s8,78
s8n_79,0,0,1,s8,79
s8n_80,0,0,1,s8,80
s8n_81,0,0,1,s8,81
s8n_82,0,0,1,s8,82
s8n_83,0,0,1,s8,83
s8n_84,0,0,1,s8,84
s8n_85,0,0,1,s8,85
s8n_86,0,0,1,s8,86
s8n_87,0,0,0,s8,87
s8n_88,0,0,1,s8,88
s8n_89,0,0,1,s8,89
s8n_90,0,0,1,s8,90
s8n_91,0,0,1,s8,91
s8n_92,0,0,1,s8,92
s8n_93,0,0,0,s8,93
s8n_94,0,0,1,s8,94
s8n_95,0,0,0,s8,95
s8n_96,0,0,0,s8,96
s8n_97,0,0,0,s8,97
s8n_98,0,0,0,s8,98
s8n_99,0,0,0,s8,99
s8n_100,0,0,0,s8,100
s8n_101,0,0,0,s8,101
s8n_102,0,0,0,s8,102
s8n_103,0,0,0,s8,103
s8n_104,0,0,0,s8,104
s8n_105,0,0,0,s8,105
s8n_106,0,0,0,s8,106
s8n_107,0,0,0,s8,107
s8n_108,0,0,0,s8,108
s8n_109,0,0,0,s8,109
s8n_110,0,0,0,s8,110
s8n_111,0,0,0,s8,111
s8n_112,0,0,0,s8,112
s8n_113,0,0,0,s8,113
s8n_114,0,0,0,s8,114
s8n_115,0,0,0,s8,115
s8n_116,0,0,0,s8,116
s8n_117,0,0,0,s8,117
s8n_118,0,0,0,s8,118
s8n_119,0,0,0,s8,119
s8n_120,0,0,0,s8,120
s8n_121,0,0,0,s8,121
s8n_122,0,0,0,s8,122
s8n_123,0,0,0,s8,123
s8n_124,0,0,0,s8,124
s8n_125,0,0,0,s8,125
s8n_126,0,0,0,s8,126
s8n_127,0,0,0,s8,127
s8n_128,0,0,0,s8,128
s8n_129,0,0,0,s8,129
s8n_130,0,0,0,s8,130
s8n_131,0,0,0,s8,131
s8n_132,0,0,0,s8,132
s8n_133,0,0,0,s8,133
s8n_134,0,0,0,s8,134
s8n_135,0,0,0,s8,135
s8n_136,0,0,0,s8,136
s8n_137,0,0,0,s8,137
s8n_138,0,0,0,s8,138
s8n_139,0,0,0,s8,139
s8n_140,0,0,0,s8,140
s8n_141,0,0,0,s8,141
s8n_142,0,0,0,s8,142
s8n_143,0,0,0,s8,143
s8n_144,0,0,0,s8,144
s8n_145,0,0,0,s8,145
s8n_146,0,0,0,s8,146
s8n_147,0,0,0,s8,147
s8n_148,0,0,0,s8,148
s8n_149,0,0,0,s8,149
s8n_150,0,0,0,s8,150
